Year,Month,TA,UC,T
1841,4,0.184,2.791,-0.296
1841,5,0.203,1.239,3.103
1841,6,-0.125,1.959,5.855
1841,7,-1.05,1.515,6.69
1841,8,-1.254,2.159,6.086
1841,9,0.163,1.392,5.113
1841,10,-2.761,1.581,-0.931
1841,11,-4.193,2.233,-5.283
1841,12,-2.307,2.299,-5.327
1842,1,0.791,2.869,-2.709
1842,2,0.356,2.755,-2.574
1842,3,0.326,2.179,-2.064
1842,4,1.208,1.438,0.728
1842,5,1.517,1.801,4.417
1842,6,0.402,1.966,6.382
1842,7,0.769,1.846,8.509
1842,8,0.607,2.027,7.947
1842,9,0.045,1.647,4.995
1842,10,-0.871,1.624,0.959
1842,11,-2.42,1.988,-3.51
1842,12,1.13,1.577,-1.89
1843,1,-1.234,3.196,-4.734
1843,2,-2.429,4.521,-5.359
1843,3,-0.286,1.352,-2.676
1843,4,-0.93,1.287,-1.41
1843,5,0.311,1.614,3.211
1843,6,0.372,1.703,6.352
1843,7,0.281,1.361,8.021
1843,8,0.835,1.899,8.175
1843,9,0.522,1.195,5.472
1843,10,-2.644,3.202,-0.814
1843,11,-1.584,1.664,-2.674
1843,12,1.074,2.379,-1.946
1844,1,-0.244,1.631,-3.744
1844,2,-4.519,3.316,-7.449
1844,3,-0.686,1.873,-3.076
1844,4,-1.33,2.378,-1.81
1844,5,0.08,2.914,2.98
1844,6,0.393,1.751,6.373
1844,7,0.324,1.151,8.064
1844,8,0.198,1.298,7.538
1844,9,-0.512,1.614,4.438
1844,10,-1.159,1.198,0.671
1844,11,-0.973,2.498,-2.063
1844,12,-1.018,3.045,-4.038
1845,1,-0.958,2.194,-4.458
1845,2,-2.723,3.036,-5.653
1845,3,-0.186,1.949,-2.576
1845,4,1.387,1.774,0.907
1845,5,1.385,2.412,4.285
1845,6,0.221,1.245,6.201
1845,7,0.627,1.319,8.367
1845,8,0.055,1.198,7.395
1845,9,-0.855,2.088,4.095
1845,10,-0.824,2.396,1.006
1845,11,-1.186,1.840,-2.276
1845,12,-2.521,2.540,-5.541
1846,1,0.141,4.294,-3.359
1846,2,1.419,2.113,-1.511
1846,3,-0.782,1.630,-3.172
1846,4,0.009,2.614,-0.471
1846,5,1.028,1.651,3.928
1846,6,1.917,3.314,7.897
1846,7,0.479,1.773,8.219
1846,8,1.559,1.068,8.899
1846,9,1.083,1.599,6.033
1846,10,-1.016,2.081,0.814
1846,11,1.029,2.975,-0.061
1846,12,-0.926,1.964,-3.946
1847,1,3.017,2.282,-0.483
1847,2,0.66,2.296,-2.27
1847,3,2.758,2.606,0.368
1847,4,-0.122,2.113,-0.602
1847,5,0.819,1.352,3.719
1847,6,1.102,1.677,7.082
1847,7,1.287,2.748,9.027
1847,8,-0.132,1.776,7.208
1847,9,-1.772,1.791,3.178
1847,10,-0.186,1.122,1.644
1847,11,-0.926,1.602,-2.016
1847,12,-1.249,2.034,-4.269
1848,1,-0.314,1.890,-3.814
1848,2,-2.689,3.235,-5.619
1848,3,-0.116,1.710,-2.506
1848,4,-1.623,2.863,-2.103
1848,5,0.351,2.628,3.251
1848,6,-0.257,2.891,5.723
1848,7,-0.6,2.147,7.14
1848,8,-1.032,1.950,6.308
1848,9,-0.588,1.646,4.362
1848,10,-0.605,1.535,1.225
1848,11,-1.708,1.585,-2.798
1848,12,-0.889,3.100,-3.909
1849,1,-1.882,1.676,-5.382
1849,2,-1.897,2.227,-4.827
1849,3,-0.673,2.138,-3.063
1849,4,-0.713,1.770,-1.193
1849,5,0.435,1.126,3.335
1849,6,-0.919,1.713,5.061
1849,7,0.341,1.512,8.081
1849,8,0.095,1.631,7.435
1849,9,0.271,1.432,5.221
1849,10,-1.786,1.060,0.044
1849,11,-1.168,2.039,-2.258
1849,12,1.214,1.459,-1.806
1850,1,-0.988,1.745,-4.488
1850,2,-1.433,2.256,-4.363
1850,3,-0.81,1.854,-3.2
1850,4,0.928,2.560,0.448
1850,5,-0.413,2.336,2.487
1850,6,-0.483,2.369,5.497
1850,7,-0.091,1.933,7.649
1850,8,-1.738,2.997,5.602
1850,9,0.112,1.163,5.062
1850,10,-1.435,1.561,0.395
1850,11,-0.945,2.942,-2.035
1850,12,1.768,3.759,-1.252
1851,1,1.836,1.107,-1.664
1851,2,0.349,1.656,-2.581
1851,3,0.234,1.210,-2.156
1851,4,0.219,2.206,-0.261
1851,5,0.415,1.592,3.315
1851,6,-1.074,2.566,4.906
1851,7,-0.688,1.679,7.052
1851,8,-1.136,1.330,6.204
1851,9,-0.322,1.249,4.628
1851,10,-0.287,1.747,1.543
1851,11,-0.724,1.767,-1.814
1851,12,2.172,3.133,-0.848
1852,1,-0.566,2.146,-4.066
1852,2,0.055,1.684,-2.875
1852,3,0.729,2.757,-1.661
1852,4,0.818,2.719,0.338
1852,5,1.239,1.571,4.139
1852,6,1.459,1.497,7.439
1852,7,1.575,1.752,9.315
1852,8,0.657,1.920,7.997
1852,9,-0.247,1.012,4.703
1852,10,-0.876,1.117,0.954
1852,11,-1.479,1.627,-2.569
1852,12,-1.568,2.520,-4.588
1853,1,-2.463,1.858,-5.963
1853,2,-2.413,3.447,-5.343
1853,3,-1.425,2.358,-3.815
1853,4,-0.276,2.160,-0.756
1853,5,0.693,1.193,3.593
1853,6,1.641,1.181,7.621
1853,7,1.012,1.386,8.752
1853,8,0.406,1.060,7.746
1853,9,-0.107,1.176,4.843
1853,10,-1.784,1.921,0.046
1853,11,-1.035,2.045,-2.125
1853,12,0.152,1.696,-2.868
1854,1,-0.738,1.879,-4.238
1854,2,-1.27,1.031,-4.2
1854,3,1.096,3.520,-1.294
1854,4,-0.348,2.226,-0.828
1854,5,-1.041,1.214,1.859
1854,6,0.733,0.860,6.713
1854,7,1.12,1.416,8.86
1854,8,0.304,1.143,7.644
1854,9,-0.208,1.078,4.742
1854,10,-2.262,2.152,-0.432
1854,11,-1.188,2.121,-2.278
1854,12,-2.328,4.036,-5.348
1855,1,-1.146,1.721,-4.646
1855,2,-3.636,5.812,-6.566
1855,3,-2.4,1.454,-4.79
1855,4,-1.047,2.618,-1.527
1855,5,-1.068,1.221,1.832
1855,6,-0.221,1.857,5.759
1855,7,1.774,1.374,9.514
1855,8,-0.386,0.904,6.954
1855,9,-0.692,1.185,4.258
1855,10,-3.011,2.103,-1.181
1855,11,0.432,1.394,-0.658
1855,12,-0.098,2.550,-3.118
1856,1,-0.319,4.600,-3.819
1856,2,0.825,3.745,-2.105
1856,3,2.061,2.449,-0.329
1856,4,0.908,2.792,0.428
1856,5,0.13,1.851,3.03
1856,6,-0.308,2.759,5.672
1856,7,-0.052,1.539,7.688
1856,8,-0.031,2.289,7.309
1856,9,-0.726,0.984,4.224
1856,10,0.549,2.514,2.379
1856,11,-1.332,2.255,-2.422
1856,12,-1.299,4.183,-4.319
1857,1,-2.407,3.645,-5.907
1857,2,-1.17,1.325,-4.1
1857,3,-0.776,1.494,-3.166
1857,4,-1.691,1.926,-2.171
1857,5,0.799,1.603,3.699
1857,6,0.107,1.082,6.087
1857,7,-0.184,1.212,7.556
1857,8,1.079,1.185,8.419
1857,9,1.232,1.922,6.182
1857,10,-0.369,1.138,1.461
1857,11,1.605,2.248,0.515
1857,12,0.641,2.456,-2.379
1858,1,0.326,2.000,-3.174
1858,2,0.49,2.284,-2.44
1858,3,-1.192,2.106,-3.582
1858,4,-1.074,2.389,-1.554
1858,5,-1.087,1.109,1.813
1858,6,0.441,1.156,6.421
1858,7,0.008,1.022,7.748
1858,8,0.511,1.156,7.851
1858,9,-0.183,1.360,4.767
1858,10,-2.146,1.283,-0.316
1858,11,-0.216,1.042,-1.306
1858,12,0.823,1.441,-2.197
1859,1,-0.864,0.990,-4.364
1859,2,-2.635,1.377,-5.565
1859,3,-2.498,2.373,-4.888
1859,4,-2.003,1.623,-2.483
1859,5,0.353,2.230,3.253
1859,6,0.254,1.365,6.234
1859,7,-0.181,2.033,7.559
1859,8,-0.69,0.995,6.65
1859,9,-0.416,1.175,4.534
1859,10,-1.813,1.175,0.017
1859,11,-1.307,1.225,-2.397
1859,12,-2.54,4.439,-5.56
1860,1,-1.371,1.304,-4.871
1860,2,-1.167,2.440,-4.097
1860,3,-2.922,2.557,-5.312
1860,4,-0.789,1.724,-1.269
1860,5,-1.316,2.770,1.584
1860,6,-0.417,1.344,5.563
1860,7,0.441,1.889,8.181
1860,8,-0.628,1.140,6.712
1860,9,-1.153,1.020,3.797
1860,10,-2.051,1.254,-0.221
1860,11,-0.682,1.336,-1.772
1860,12,-1.688,1.809,-4.708
1861,1,0.7,2.055,-2.8
1861,2,-0.432,1.961,-3.362
1861,3,-2.098,1.955,-4.488
1861,4,-0.665,3.373,-1.145
1861,5,-0.689,1.661,2.211
1861,6,1.142,1.156,7.122
1861,7,0.291,0.971,8.031
1861,8,-0.507,1.041,6.833
1861,9,-0.006,1.668,4.944
1861,10,-0.083,1.060,1.747
1861,11,-3.21,2.483,-4.3
1861,12,1.327,1.489,-1.693
1862,1,0.335,2.670,-3.165
1862,2,1.448,1.835,-1.482
1862,3,-3.052,1.529,-5.442
1862,4,-2.905,1.035,-3.385
1862,5,0.85,0.979,3.75
1862,6,-0.565,1.411,5.415
1862,7,-1.863,1.648,5.877
1862,8,-0.549,1.059,6.791
1862,9,-0.537,0.889,4.413
1862,10,-1.013,1.614,0.817
1862,11,-1.495,1.577,-2.585
1862,12,0.216,1.736,-2.804
1863,1,-0.688,1.262,-4.188
1863,2,-0.227,2.684,-3.157
1863,3,-1.042,2.995,-3.432
1863,4,-1.206,1.635,-1.686
1863,5,-1.821,1.505,1.079
1863,6,-0.531,2.045,5.449
1863,7,-0.978,1.198,6.762
1863,8,-1.226,1.337,6.114
1863,9,-1.378,1.322,3.572
1863,10,-1.89,1.024,-0.06
1863,11,-1.399,1.803,-2.489
1863,12,-2.384,1.756,-5.404
1864,1,-0.082,4.188,-3.582
1864,2,-1.612,3.146,-4.542
1864,3,-2.31,2.263,-4.7
1864,4,-0.074,2.877,-0.554
1864,5,0.343,1.768,3.243
1864,6,-0.591,1.410,5.389
1864,7,-0.263,1.944,7.477
1864,8,-0.889,1.521,6.451
1864,9,-0.284,1.223,4.666
1864,10,-0.814,1.361,1.016
1864,11,0.341,1.965,-0.749
1864,12,0.958,1.188,-2.062
1865,1,-2.429,2.538,-5.929
1865,2,-1.789,2.332,-4.719
1865,3,-1.072,1.506,-3.462
1865,4,-1.414,1.181,-1.894
1865,5,-0.996,1.844,1.904
1865,6,-0.518,1.516,5.462
