Year,Month,Temperature Anamoly,UC,Temperature
2002,2,0.798,0.236,-20.122
2002,3,-1.970,0.187,-17.71
2002,4,-1.812,0.173,-8.412
2002,5,-1.627,0.131,0.753
2002,6,0.681,0.161,9.931
2002,7,0.552,0.200,13.422
2002,8,0.191,0.185,11.561
2002,9,1.340,0.197,6.75
2002,10,-0.528,0.195,-2.548
2002,11,1.217,0.180,-10.293
2002,12,5.128,0.209,-14.572
2003,1,3.341,0.200,-20.159
2003,2,-1.507,0.150,-22.427
2003,3,-0.641,0.217,-16.381
2003,4,0.230,0.189,-6.37
2003,5,1.132,0.243,3.512
2003,6,0.326,0.208,9.576
2003,7,1.003,0.186,13.873
2003,8,1.146,0.209,12.516
2003,9,1.543,0.186,6.953
2003,10,1.976,0.218,-0.044
2003,11,0.705,0.189,-10.805
2003,12,3.597,0.157,-16.103
2004,1,-1.055,0.249,-24.555
2004,2,2.430,0.196,-18.49
2004,3,0.277,0.203,-15.463
2004,4,0.064,0.192,-6.536
2004,5,-1.785,0.147,0.595
2004,6,-0.240,0.177,9.01
2004,7,0.338,0.229,13.208
2004,8,-0.600,0.154,10.77
2004,9,0.315,0.184,5.725
2004,10,0.086,0.258,-1.934
2004,11,1.047,0.196,-10.463
2004,12,-1.205,0.199,-20.905
2005,1,0.309,0.255,-23.191
2005,2,2.189,0.201,-18.731
2005,3,2.505,0.135,-13.235
2005,4,2.993,0.174,-3.607
2005,5,1.046,0.194,3.426
2005,6,0.934,0.161,10.184
2005,7,0.169,0.169,13.039
2005,8,0.439,0.150,11.809
2005,9,0.936,0.188,6.346
2005,10,1.736,0.237,-0.284
2005,11,2.120,0.235,-9.39
2005,12,3.749,0.246,-15.951
2006,1,5.349,0.236,-18.151
2006,2,3.060,0.218,-17.86
2006,3,3.590,0.192,-12.15
2006,4,3.112,0.192,-3.488
2006,5,2.416,0.292,4.796
2006,6,2.087,0.215,11.337
2006,7,1.126,0.237,13.996
2006,8,0.845,0.274,12.215
2006,9,1.857,0.202,7.267
2006,10,1.397,0.228,-0.623
2006,11,-0.613,0.261,-12.123
2006,12,5.205,0.189,-14.495
2007,1,4.441,0.187,-19.059
2007,2,0.190,0.218,-20.73
2007,3,-0.157,0.157,-15.897
2007,4,1.437,0.174,-5.163
2007,5,-0.040,0.233,2.34
2007,6,0.731,0.219,9.981
2007,7,1.689,0.218,14.559
2007,8,-0.013,0.195,11.357
2007,9,0.104,0.163,5.514
2007,10,1.404,0.245,-0.616
2007,11,-0.008,0.301,-11.518
2007,12,0.069,0.270,-19.631
2008,1,2.495,0.300,-21.005
2008,2,-0.736,0.133,-21.656
2008,3,-0.886,0.155,-16.626
2008,4,0.680,0.208,-5.92
2008,5,1.189,0.247,3.569
2008,6,0.948,0.238,10.198
2008,7,0.792,0.206,13.662
2008,8,0.962,0.154,12.332
2008,9,0.523,0.172,5.933
2008,10,1.363,0.171,-0.657
2008,11,2.217,0.162,-9.293
2008,12,-2.072,0.199,-21.772
2009,1,1.655,0.222,-21.845
2009,2,1.388,0.216,-19.532
2009,3,-1.073,0.163,-16.813
2009,4,0.938,0.263,-5.662
2009,5,-1.376,0.222,1.004
2009,6,0.246,0.254,9.496
2009,7,0.186,0.211,13.056
2009,8,0.467,0.186,11.837
2009,9,2.469,0.143,7.879
2009,10,-0.732,0.231,-2.752
2009,11,3.346,0.141,-8.164
2009,12,1.857,0.204,-17.843
2010,1,4.668,0.149,-18.832
2010,2,5.870,0.244,-15.05
2010,3,5.973,0.198,-9.767
2010,4,5.314,0.172,-1.286
2010,5,0.982,0.183,3.362
2010,6,0.789,0.238,10.039
2010,7,1.388,0.282,14.258
2010,8,1.466,0.170,12.836
2010,9,0.912,0.226,6.322
2010,10,2.303,0.213,0.283
2010,11,3.072,0.233,-8.438
2010,12,3.639,0.202,-16.061
2011,1,3.159,0.250,-20.341
2011,2,0.730,0.248,-20.19
2011,3,0.142,0.148,-15.598
2011,4,-1.023,0.174,-7.623
2011,5,0.626,0.193,3.006
2011,6,0.675,0.213,9.925
2011,7,1.249,0.283,14.119
2011,8,1.376,0.192,12.746
2011,9,2.325,0.209,7.735
2011,10,2.026,0.183,0.006
2011,11,1.309,0.212,-10.201
2011,12,3.907,0.243,-15.793
2012,1,3.082,0.178,-20.418
2012,2,4.491,0.150,-16.429
2012,3,2.346,0.223,-13.394
2012,4,1.387,0.195,-5.213
2012,5,1.579,0.231,3.959
2012,6,2.011,0.238,11.261
2012,7,1.883,0.168,14.753
2012,8,1.667,0.212,13.037
2012,9,2.590,0.207,8
2012,10,0.435,0.219,-1.585
2012,11,-0.272,0.213,-11.782
2012,12,0.835,0.261,-18.865
2013,1,1.981,0.268,-21.519
2013,2,2.264,0.249,-18.656
2013,3,2.063,0.243,-13.677
2013,4,-1.067,0.232,-7.667
2013,5,0.552,0.178,2.932
2013,6,1.545,0.265,10.795
2013,7,0.375,0.207,13.245
2013,8,1.263,0.166,12.633
2013,9,1.857,0.211,7.267
2013,10,1.980,0.264,-0.04
2013,11,-0.426,0.187,-11.936
2013,12,-2.850,0.181,-22.55
2014,1,2.962,0.225,-20.538
2014,2,-1.037,0.242,-21.957
2014,3,-1.722,0.324,-17.462
2014,4,-0.631,0.257,-7.231
2014,5,1.208,0.182,3.588
2014,6,1.285,0.229,10.535
2014,7,1.123,0.177,13.993
2014,8,1.157,0.183,12.527
2014,9,0.484,0.221,5.894
2014,10,1.655,0.172,-0.365
2014,11,-1.277,0.196,-12.787
2014,12,2.711,0.273,-16.989
2015,1,2.088,0.162,-21.412
2015,2,-1.941,0.173,-22.861
2015,3,1.517,0.268,-14.223
2015,4,0.999,0.350,-5.601
2015,5,1.459,0.243,3.839
2015,6,1.380,0.179,10.63
2015,7,0.704,0.287,13.574
2015,8,1.036,0.224,12.406
2015,9,1.635,0.158,7.045
2015,10,0.814,0.193,-1.206
2015,11,2.345,0.217,-9.165
2015,12,3.845,0.216,-15.855
2016,1,5.873,0.172,-17.627
2016,2,2.568,0.211,-18.352
2016,3,2.986,0.262,-12.754
2016,4,0.128,0.249,-6.472
2016,5,2.312,0.222,4.692
2016,6,1.486,0.222,10.736
2016,7,1.184,0.230,14.054
2016,8,1.602,0.152,12.972
2016,9,1.701,0.186,7.111
2016,10,0.267,0.260,-1.753
2016,11,4.727,0.260,-6.783
2016,12,0.848,0.255,-18.852
2017,1,5.698,0.255,-17.802
2017,2,2.921,0.242,-17.999
2017,3,0.574,0.257,-15.166
2017,4,0.654,0.266,-5.946
2017,5,1.767,0.204,4.147
2017,6,0.949,0.279,10.199
2017,7,0.765,0.224,13.635
2017,8,1.437,0.200,12.807
2017,9,2.085,0.256,7.495
2017,10,1.229,0.295,-0.791
2017,11,-0.592,0.233,-12.102
2017,12,1.966,0.343,-17.734
2018,1,2.912,0.146,-20.588
2018,2,-0.456,0.246,-21.376
2018,3,2.333,0.242,-13.407
2018,4,-1.364,0.287,-7.964
2018,5,0.516,0.328,2.896
2018,6,0.513,0.312,9.763
2018,7,1.162,0.157,14.032
2018,8,0.375,0.412,11.745
2018,9,-1.157,0.280,4.253
2018,10,-1.013,0.228,-3.033
2018,11,-0.640,0.192,-12.15
2018,12,3.532,0.176,-16.168
2019,1,1.686,0.194,-21.814
2019,2,-1.446,0.201,-22.366
2019,3,3.488,0.245,-12.252
2019,4,0.659,0.327,-5.941
2019,5,0.952,0.285,3.332
2019,6,0.708,0.311,9.958
2019,7,0.718,0.173,13.588
2019,8,0.521,0.201,11.891
2019,9,1.625,0.198,7.035
2019,10,1.453,0.203,-0.567
2019,11,1.119,0.148,-10.391
2019,12,2.072,0.261,-17.628
2020,1,2.884,0.208,-20.616
2020,2,1.322,0.177,-19.598
2020,3,0.513,0.218,-15.227
2020,4,-0.285,0.251,-6.885
2020,5,-0.075,0.257,2.305
2020,6,0.889,0.290,10.139
2020,7,1.678,0.278,14.548
2020,8,1.353,0.242,12.723
2020,9,1.101,0.267,6.511
2020,10,-0.126,0.208,-2.146
2020,11,0.686,0.255,-10.824
2020,12,4.415,0.397,-15.285
