Year,Month,TA,UC,T
1806,12,NaN,NaN,#VALUE!
1807,1,NaN,NaN,#VALUE!
1807,2,NaN,NaN,#VALUE!
1807,3,NaN,NaN,#VALUE!
1807,4,NaN,NaN,#VALUE!
1807,5,NaN,NaN,#VALUE!
1807,6,NaN,NaN,#VALUE!
1807,7,NaN,NaN,#VALUE!
1807,8,-1.296,3.458,-6.216
1807,9,0.707,2.739,-11.663
1807,10,-0.328,2.534,-21.368
1807,11,-0.273,3.179,-27.543
1807,12,0.653,2.416,-30.007
1808,1,-6.671,4.122,-37.601
1808,2,-1.805,2.839,-32.505
1808,3,0.316,3.882,-29.404
1808,4,0.256,2.427,-22.924
1808,5,-2.359,4.053,-14.989
1808,6,-0.231,2.575,-5.961
1808,7,0.258,2.466,-2.602
1808,8,-0.626,2.589,-5.546
1808,9,NaN,NaN,#VALUE!
1808,10,-1.946,2.661,-22.986
1808,11,-2.680,3.840,-29.95
1808,12,-0.157,3.286,-30.817
1809,1,-0.018,3.351,-30.948
1809,2,-3.554,2.893,-34.254
1809,3,1.279,3.255,-28.441
1809,4,1.595,3.496,-21.585
1809,5,-2.070,3.727,-14.7
1809,6,-0.641,2.972,-6.371
1809,7,-0.853,4.637,-3.713
1809,8,-1.023,3.296,-5.943
1809,9,-0.776,2.971,-13.146
1809,10,-1.090,4.153,-22.13
1809,11,-1.438,4.289,-28.708
1809,12,-3.205,5.048,-33.865
1810,1,-2.420,4.178,-33.35
1810,2,-3.058,3.528,-33.758
1810,3,-0.526,3.009,-30.246
1810,4,-2.032,4.004,-25.212
1810,5,-2.253,4.988,-14.883
1810,6,-0.999,3.575,-6.729
1810,7,-0.543,2.731,-3.403
1810,8,-2.138,3.168,-7.058
1810,9,-2.315,4.051,-14.685
1810,10,-1.690,2.785,-22.73
1810,11,-0.954,3.578,-28.224
1810,12,-1.144,4.171,-31.804
1811,1,-4.222,2.585,-35.152
1811,2,-6.267,3.188,-36.967
1811,3,-4.896,3.892,-34.616
1811,4,-1.860,3.039,-25.04
1811,5,-2.075,3.574,-14.705
1811,6,-1.661,4.096,-7.391
1811,7,-1.970,4.893,-4.83
1811,8,-1.235,3.285,-6.155
1811,9,-2.265,3.375,-14.635
1811,10,-1.851,5.245,-22.891
